,ForecastId,ConfirmedCases,Fatalities
0,1,273.0,6.0
1,2,281.0,6.0
2,3,299.0,7.0
3,4,349.0,7.0
4,5,367.0,11.0
5,6,423.0,14.0
6,7,444.0,14.0
7,8,484.0,15.0
8,9,521.0,15.0
9,10,555.0,18.0
10,11,607.0,18.0
11,12,665.0,21.0
12,13,714.0,23.0
13,14,763.8932973146439,24.6350141531533
14,15,813.3330493704403,24.66355241956057
15,16,862.120017682176,24.673750662882398
16,17,909.4959508053153,24.62534181183077
17,18,955.5018456068827,24.548009737686854
18,19,1000.63588823638,24.518673591568852
19,20,1045.2805595327136,24.502207188896996
20,21,1089.6046033516104,24.491418691914525
21,22,1133.7420933521512,24.48514151529045
22,23,1177.7048035629061,24.479260512047137
23,24,1221.3992390926064,24.470233585814363
24,25,1264.7286353233465,24.457950716589302
25,26,1307.6372508631966,24.44379225690197
26,27,1350.0968624357513,24.428684138330823
27,28,1392.1087291607816,24.413618386714507
28,29,1433.6975728604425,24.399384476791397
29,30,1474.8923576097052,24.386125152196804
30,31,1515.7142333170734,24.373577481281703
31,32,1556.1755759889802,24.361446239142875
32,33,1596.280794937679,24.34946336186757
33,34,1636.0285425069305,24.33743513855584
34,35,1675.4158048935003,24.325305506570874
35,36,1714.4409964854387,24.31312252179817
36,37,1753.1048543935349,24.300964339383626
37,38,1791.4102586829415,24.288903065613514
38,39,1829.361550884641,24.27698787599776
39,40,1866.9635563495624,24.26523505014556
40,41,1904.2208031317175,24.25363458458836
41,42,1941.1371916888947,24.242165361922154
42,43,1977.716009886716,24.230806769600644
43,44,277.0,16.0
44,45,304.0,17.0
45,46,333.0,20.0
46,47,361.0,20.0
47,48,377.0,21.0
48,49,383.0,22.0
49,50,400.0,22.0
50,51,409.0,23.0
51,52,416.0,23.0
52,53,433.0,23.0
53,54,446.0,23.0
54,55,467.0,23.0
55,56,475.0,24.0
56,57,482.7129430770874,24.187451940054306
57,58,490.0319624390122,24.184303247088774
58,59,496.99240245667715,24.179862432649042
59,60,503.5766076761384,24.17014027343491
60,61,509.72601213307,24.158904730470997
61,62,515.4579291942191,24.148116576501533
62,63,520.8271494124871,24.13874424712161
63,64,525.8754245198587,24.13045081046443
64,65,530.6408888285738,24.12314278998057
65,66,535.1619064569363,24.116826124012672
66,67,539.4616002567502,24.111106968024693
67,68,543.5480012872429,24.10559533998693
68,69,547.4240012867798,24.10015843640561
69,70,551.0914346488256,24.09476893478023
70,71,554.5524582413973,24.08943516806923
71,72,557.8127198822834,24.084247344753194
72,73,560.8825776600294,24.079327181383732
73,74,563.775285131834,24.074749498810483
74,75,566.5048088981778,24.070532722549434
75,76,569.0843160520714,24.06665619279204
76,77,571.5250087011373,24.06306913299957
77,78,573.8356195040337,24.059707730956568
78,79,576.0227726709719,24.0565175029428
79,80,578.0917662040175,24.053464178851375
80,81,580.0473450318724,24.05053346689609
81,82,581.8943137597588,24.047726909158214
82,83,583.6378852758263,24.045055055942093
83,84,585.283704661938,24.042529075422785
84,85,586.8376321608993,24.040154527503162
85,86,588.3054386184938,24.037929102104307
86,87,986.0,86.0
87,88,1171.0,105.0
88,89,1251.0,130.0
89,90,1320.0,152.0
90,91,1423.0,173.0
91,92,1468.0,193.0
92,93,1572.0,205.0
93,94,1666.0,235.0
94,95,1761.0,256.0
95,96,1825.0,275.0
96,97,1914.0,293.0
97,98,1983.0,313.0
98,99,2070.0,326.0
99,100,2155.059904754162,339.6140384210785
100,101,2237.3304210103906,338.93599558480116
101,102,2315.633339827095,338.3121411920548
102,103,2389.5134024979275,337.6167031398975
103,104,2459.3217692242524,336.97648057709307
104,105,2525.825126615352,336.45680976288486
105,106,2589.639946875861,336.03407138668973
106,107,2651.231957859337,335.6845628105676
107,108,2710.8640486915965,335.37639021634504
108,109,2768.598074189922,335.07794350789175
109,110,2824.3774751892156,334.7706035878325
110,111,2878.13364302505,334.4524758251718
111,112,2929.829361585092,334.12849630070474
112,113,2979.4793925507693,333.8068378634809
113,114,3027.153734625465,333.49618583486
114,115,3072.9581878753306,333.2021695252172
115,116,3117.005759774539,332.9259222080817
116,117,3159.398440781977,332.6657115974835
117,118,3200.2195553574925,332.41860270173714
118,119,3239.5332205935297,332.18157540584565
119,120,3277.389367503713,331.9523991287782
120,121,3313.8311902397277,331.7300145844108
121,122,3348.901074318407,331.51429462516506
122,123,3382.643700463736,331.3056001432654
123,124,3415.106733883598,331.1044004109648
124,125,3446.3397269346697,330.9109921584843
125,126,3476.3921887374463,330.72536858748197
126,127,3505.3118483517383,330.5472498059852
127,128,3533.143648393745,330.37619768106424
128,129,3559.9295041371333,330.21173620148954
129,130,428.0,15.0
130,131,439.0,16.0
131,132,466.0,17.0
132,133,501.0,18.0
133,134,525.0,21.0
134,135,545.0,22.0
135,136,564.0,23.0
136,137,583.0,25.0
137,138,601.0,26.0
138,139,,
139,140,638.0,29.0
140,141,646.0,29.0
141,142,659.0,31.0
142,143,671.1294846534729,31.84170107559865
143,144,682.7756961419831,31.808165310941032
144,145,694.127456015697,31.787732436176253
145,146,705.2619647991652,31.782431244597486
146,147,716.1187396225273,31.753383948900076
147,148,726.6580376275995,31.73135328666945
148,149,736.9453223189856,31.71386533204855
149,150,746.9864155965341,31.696781376402427
150,151,756.7736143881743,31.67916288163674
151,152,766.3204310749597,31.66248205124772
152,153,775.6409000168281,31.646775106905164
153,154,784.7346645397757,31.631043411890893
154,155,793.6047319483658,31.615520402699488
155,156,802.2578510974369,31.600465716651115
156,157,810.6985524968393,31.58572541617832
157,158,818.9306781311051,31.571251722458037
158,159,826.9598849962317,31.557170584543034
159,160,834.7918406648108,31.543482736374663
160,161,842.4314698425221,31.53013662820484
161,162,849.8836570730223,31.51712947307109
162,163,857.1532429705509,31.50445822258036
163,164,864.2446749604409,31.492095592182974
164,165,871.1621778396793,31.48002613303482
165,166,877.9099412293442,31.468247404174747
166,167,884.4920734332201,31.45675376275353
167,168,890.9125886541079,31.445538678823556
168,169,897.1754510088202,31.43459867676886
169,170,903.2845603364116,31.423929296164378
170,171,909.2437182134313,31.413523718282075
171,172,915.056625526787,31.403374955967823
172,173,,
173,174,,
174,175,10.0,2.0
175,176,14.0,2.0
176,177,16.0,2.0
177,178,17.0,2.0
178,179,19.0,2.0
179,180,,
180,181,,
181,182,,
182,183,,
183,184,,
184,185,,
185,186,21.01085519790649,2.0
186,187,22.989223343050927,2.0
187,188,24.935113509250087,2.0
188,189,26.85885048188457,2.0110007741025724
189,190,28.76467423907181,2.0108983384581007
190,191,30.64679392977912,2.0107627881805072
191,192,32.508600070074074,2.010646626364996
192,193,34.351458135120396,2.0105382729370302
193,194,36.17420374542892,2.010423261075032
194,195,37.97631642789706,2.010305272918919
195,196,39.75847851790229,2.0101911866565976
196,197,41.52066805117792,2.0100769747929395
197,198,43.26290971291209,2.0099629040900435
198,199,44.98559536098736,2.0098510742028664
199,200,46.689087845744616,2.0097413192535263
200,201,48.37359237570074,2.00963273777674
201,202,50.03934811060097,2.0095255239205634
202,203,51.68659103128828,2.009419659506636
203,204,53.315505088090546,2.009314847001588
204,205,54.926266749477406,2.0092110436208617
205,206,56.51907023851448,2.0091083508930487
206,207,58.0941101671599,2.0090067710420056
207,208,59.651580886319906,2.008906302574924
208,209,61.19168181130242,2.0088069744522787
